"Player_ID","Games_Played","Goals","Assists","Yellow_cards","Red_cards"
1146,0,0,0,0,0
1147,25,2,0,7,0
1148,19,1,1,3,0
1149,8,0,0,2,0
1150,22,1,4,7,0
1151,6,0,0,2,0
1152,27,0,4,4,0
1153,24,1,2,10,0
1154,16,0,0,5,0
1155,23,2,2,5,0
1156,20,1,3,5,0
1157,23,2,6,6,0
1158,23,3,0,4,0
1159,15,3,1,0,0
1160,22,10,2,6,0
1161,6,1,1,0,0
1162,3,0,0,0,0
1163,25,7,2,2,0
1164,24,5,1,2,0
1165,10,2,1,1,0
1166,26,36,5,3,1
1167,2,7,0,0,0
1168,23,2,1,5,0
1169,22,0,0,8,0
1170,9,1,0,1,0
1171,10,0,1,7,2
1172,12,0,0,1,0
1173,23,0,4,3,0
1174,23,3,5,8,0
1175,7,0,1,1,0
1176,9,0,0,4,1
1177,5,0,0,2,0
1178,7,0,0,2,0
1179,7,0,0,2,0
1180,12,0,0,1,0
1181,20,0,3,9,0
1182,22,7,6,5,0
1183,26,4,4,4,0
1184,10,0,0,0,0
1185,18,1,0,0,0
1186,2,0,0,0,0
1187,26,8,2,3,0
1188,26,9,2,2,1
1189,24,3,2,1,1
1190,24,20,10,2,0
1191,3,3,0,0,0
1192,24,0,1,7,0
1193,25,0,0,2,0
1194,12,0,0,5,0
1195,24,2,1,4,0
1196,3,0,0,1,0
1197,25,2,4,10,0
1198,4,0,0,0,0
1199,10,0,1,0,0
1200,9,0,0,3,0
1201,9,0,0,2,0
1202,26,0,0,6,0
1203,11,0,0,0,0
1204,17,1,3,6,0
1205,25,9,1,8,0
1206,14,6,1,5,0
1207,20,4,2,0,1
1208,14,1,2,4,0
1209,14,0,0,0,0
1210,9,0,0,0,0
1211,27,6,1,2,0
1212,9,1,0,0,0
1213,14,1,0,3,0
1214,7,1,0,0,0
1215,23,0,0,5,0
1216,24,30,6,1,0
1217,3,8,0,1,0
1218,0,0,0,0,0
1219,24,1,1,4,0
1220,7,0,0,1,0
1221,26,1,0,8,0
1222,0,0,0,0,0
1223,9,0,0,2,0
1224,16,0,2,5,0
1225,19,1,1,5,0
1226,16,0,1,2,0
1227,25,1,1,6,0
1228,20,1,4,4,0
1229,26,0,2,9,0
1230,24,8,6,3,0
1231,2,0,0,0,0
1232,21,2,2,1,0
1233,26,4,4,1,0
1234,26,3,3,1,0
1235,6,2,2,1,0
1236,25,11,4,4,0
1237,12,1,0,1,0
1238,27,25,12,1,0
1239,0,0,0,0,0
1240,25,0,0,3,0
1241,12,0,0,4,0
1242,10,0,0,5,0
1243,1,0,0,1,0
1244,1,0,0,0,0
1245,13,0,1,2,0
1246,25,2,0,10,0
1247,22,1,4,12,0
1248,11,2,0,2,0
1249,25,1,1,7,0
1250,25,2,0,5,0
1251,6,0,0,2,0
1252,7,0,0,2,0
1253,26,1,5,6,0
1254,16,1,3,2,0
1255,3,0,0,0,0
1256,11,1,4,5,0
1257,13,0,1,2,0
1258,24,8,4,10,0
1259,24,10,2,4,0
1260,4,0,1,2,0
1261,24,5,2,4,1
1262,25,33,7,4,0
1263,2,1,1,2,0
1264,0,0,0,0,0
1265,23,0,1,4,0
1266,8,0,0,2,0
1267,25,1,1,8,0
1268,3,0,0,1,1
1269,25,1,5,4,0
1270,3,0,0,1,0
1271,21,0,1,7,0
1272,9,0,0,5,0
1273,16,0,1,3,0
1274,4,0,0,0,1
1275,20,0,0,2,1
1276,14,0,1,3,0
1277,22,2,1,2,0
1278,20,1,3,3,0
1279,19,2,0,2,0
1280,21,0,1,2,0
1281,2,0,0,0,0
1282,26,9,2,6,0
1283,24,3,2,4,0
1284,6,1,0,2,0
1285,16,1,1,2,0
1286,0,0,0,0,0
1287,27,46,3,2,0
1288,0,0,0,1,0
1289,25,2,0,4,0
1290,18,5,0,4,0
1291,14,0,0,4,1
1292,16,0,1,8,0
1293,14,1,0,1,0
1294,24,0,0,5,0
1295,13,0,0,5,0
1296,3,0,0,1,0
1297,14,0,0,4,1
1298,2,0,0,1,0
1299,24,2,1,7,0
1300,21,2,2,2,0
1301,6,0,0,1,0
1302,26,2,1,2,0
1303,21,0,1,8,0
1304,16,0,6,1,0
1305,22,3,0,2,0
1306,14,0,0,0,0
1307,7,2,1,2,0
1308,6,4,0,1,0
1309,19,1,3,2,0
1310,13,1,0,2,0
1311,16,0,0,5,0
1312,24,34,6,0,0
1313,0,0,0,0,0
1314,21,1,2,7,1
1315,11,1,0,4,0
1316,17,0,0,8,0
1317,18,1,0,7,0
1318,2,0,0,0,0
1319,25,0,2,9,0
1320,4,0,0,0,0
1321,22,0,1,3,0
1322,22,1,2,1,0
1323,5,0,0,1,0
1324,25,0,0,8,0
1325,6,0,0,1,0
1326,7,0,0,1,0
1327,13,1,1,3,0
1328,3,0,0,1,0
1329,19,0,0,2,0
1330,12,0,0,1,0
1331,21,1,1,1,0
1332,25,2,5,6,0
1333,5,1,0,1,0
1334,26,11,5,3,0
1335,26,9,3,5,0
1336,27,40,4,2,0
1337,0,0,0,0,0
1338,19,0,0,4,0
1339,20,1,0,5,0
1340,5,0,0,1,0
1341,6,0,0,0,0
1342,14,0,2,7,0
1343,14,0,2,0,0
1344,27,0,3,6,0
1345,11,0,0,2,0
1346,17,1,0,2,0
1347,22,0,2,8,0
1348,21,2,3,4,0
1349,26,2,5,2,0
1350,16,1,1,3,0
1351,19,4,1,4,0
1352,11,2,0,0,0
1353,26,11,0,4,0
1354,27,2,2,2,0
1355,26,5,1,2,0
1356,18,1,0,2,0
1357,11,18,1,2,0
1358,16,21,3,1,0
1359,0,0,0,0,0
1360,18,0,0,4,0
1361,18,0,0,7,0
1362,24,0,1,3,0
1363,19,1,0,5,0
1364,7,0,0,1,0
1365,24,0,0,11,0
1366,19,1,2,3,0
1367,15,0,1,4,0
1368,4,0,0,1,0
1369,17,0,0,5,0
1370,1,0,0,0,0
1371,20,1,2,8,0
1372,19,0,0,9,0
1373,26,7,2,4,1
1374,15,0,0,2,0
1375,5,0,0,4,0
1376,14,0,0,2,0
1377,4,0,1,0,0
1378,20,1,2,1,0
1379,2,0,0,0,0
1380,27,33,8,2,0
1381,0,0,0,0,0
1382,27,1,1,2,0
1383,27,1,0,1,0
1384,0,0,0,0,0
1385,14,0,2,2,0
1386,11,0,1,2,0
1387,13,0,0,1,0
1388,9,0,0,1,0
1389,19,0,0,3,0
1390,14,1,0,7,0
1391,17,1,1,7,0
1392,14,0,0,3,0
1393,24,1,1,4,0
1394,2,0,0,1,0
1395,18,0,1,4,0
1396,12,0,1,3,0
1397,27,3,4,3,0
1398,14,1,0,0,0
1399,25,6,2,5,0
1400,24,4,2,2,0
1401,19,3,1,2,0
1402,0,0,0,0,0
1403,1,3,0,1,0
1404,26,41,4,4,0
1405,0,0,0,0,0
1406,27,0,0,4,0
1407,23,1,0,4,0
1408,5,0,0,1,0
1409,7,0,0,1,0
1410,2,0,0,0,0
1411,2,0,0,1,0
1412,20,0,0,3,0
1413,15,0,2,4,0
1414,14,0,1,2,0
1415,1,0,0,0,0
1416,23,0,3,3,0
1417,25,0,0,5,0
1418,2,0,0,0,0
1419,24,3,3,7,0
1420,27,5,3,4,0
1421,4,0,0,0,0
1422,24,4,0,2,0
1423,7,0,0,0,0
1424,24,3,3,2,0
1425,11,0,1,0,0
1426,2,0,0,0,0
1427,25,9,3,6,0
1428,12,2,1,3,0
1429,7,0,0,1,0
1430,13,0,0,1,0
1431,12,21,4,2,1
1432,15,14,5,0,0
1433,2,3,0,0,0
1434,21,3,0,5,0
1435,23,0,0,4,0
1436,12,1,0,2,1
1437,5,0,0,1,0
1438,4,1,0,0,0
1439,26,1,4,6,0
1440,1,0,0,0,0
1441,19,0,0,5,0
1442,20,2,0,8,0
1443,18,1,0,4,0
1444,21,0,1,7,0
1445,17,0,0,6,0
1446,12,1,0,1,0
1447,24,6,2,5,0
1448,26,6,7,1,0
1449,16,0,0,2,0
1450,14,1,0,3,0
1451,1,0,0,0,0
1452,20,9,3,6,0
1453,17,0,0,0,0
1454,13,1,1,1,0
1455,11,0,0,2,0
1456,26,41,7,3,0
1457,1,0,1,1,0
1458,19,1,0,5,0
1459,14,1,0,2,0
1460,20,1,0,5,0
1461,7,1,0,2,0
1462,7,1,0,1,0
1463,21,1,1,4,0
1464,0,0,0,0,0
1465,15,0,0,3,0
1466,5,0,0,0,0
1467,21,1,0,6,0
1468,20,0,2,5,0
1469,25,2,1,3,0
1470,11,0,0,4,0
1471,7,0,0,0,0
1472,20,1,4,2,0
1473,21,0,2,0,0
1474,24,7,6,8,1
1475,23,1,0,3,0
1476,20,1,3,4,0
1477,17,3,0,2,0
1478,21,5,0,5,0
1479,11,0,1,0,0
1480,26,31,10,1,0
1481,1,1,0,0,0
1482,3,0,0,0,0
1483,26,2,0,6,0
1484,16,0,0,0,0
1485,19,2,0,7,0
1486,17,0,0,1,0
1487,1,0,0,1,0
1488,3,0,0,1,0
1489,9,1,0,2,0
1490,25,0,6,3,0
1491,10,0,0,2,0
1492,20,2,2,9,0
1493,18,0,0,6,0
1494,12,1,4,5,0
1495,17,0,0,4,0
1496,17,2,0,3,0
1497,9,1,1,1,0
1498,26,6,3,3,0
1499,2,0,0,0,0
1500,22,3,1,0,0
1501,26,5,1,5,0
1502,23,5,4,6,0
1503,0,0,0,0,0
1504,23,2,5,11,0
